policy,t_rel_s,S1,S2,S3,S1_pct,S2_pct,S3_pct
bl_lr,246,382,237,178,47.93,29.74,22.33
bl_lr,247,388,241,174,48.32,30.01,21.67
bl_lr,248,388,233,180,48.44,29.09,22.47
bl_lr,249,383,239,173,48.18,30.06,21.76
bl_lr,250,389,244,171,48.38,30.35,21.27
bl_lr,251,392,236,169,49.18,29.61,21.2
bl_lr,252,403,227,174,50.12,28.23,21.64
bl_lr,253,373,249,176,46.74,31.2,22.06
bl_lr,254,386,236,180,48.13,29.43,22.44
bl_lr,255,416,216,165,52.2,27.1,20.7
bl_lr,256,409,228,164,51.06,28.46,20.47
bl_lr,257,400,232,168,50.0,29.0,21.0
bl_lr,258,391,236,169,49.12,29.65,21.23
bl_lr,259,396,237,171,49.25,29.48,21.27
bl_lr,260,388,244,167,48.56,30.54,20.9
bl_lr,261,386,241,175,48.13,30.05,21.82
bl_lr,262,381,241,172,47.98,30.35,21.66
bl_lr,263,398,234,173,49.44,29.07,21.49
bl_lr,264,414,221,165,51.75,27.62,20.62
bl_lr,265,397,233,169,49.69,29.16,21.15
bl_lr,266,402,229,170,50.19,28.59,21.22
bl_lr,267,403,229,168,50.38,28.62,21.0
bl_lr,268,394,234,172,49.25,29.25,21.5
bl_lr,269,404,228,170,50.37,28.43,21.2
bl_lr,270,395,233,168,49.62,29.27,21.11
bl_lr,271,399,227,173,49.94,28.41,21.65
bl_lr,272,387,235,180,48.25,29.3,22.44
bl_lr,273,387,247,167,48.31,30.84,20.85
bl_lr,274,395,232,173,49.38,29.0,21.62
bl_lr,275,383,245,174,47.76,30.55,21.7
bl_lr,276,389,241,167,48.81,30.24,20.95
bl_lr,277,414,221,167,51.62,27.56,20.82
bl_lr,278,392,237,170,49.06,29.66,21.28
bl_lr,279,397,239,165,49.56,29.84,20.6
bl_lr,280,392,238,168,49.12,29.82,21.05
bl_lr,281,409,225,166,51.12,28.12,20.75
bl_lr,282,387,240,173,48.38,30.0,21.62
bl_lr,283,375,249,178,46.76,31.05,22.19
bl_lr,284,378,245,179,47.13,30.55,22.32
bl_lr,285,388,236,171,48.81,29.69,21.51
bl_lr,286,393,233,175,49.06,29.09,21.85
bl_lr,287,400,234,168,49.88,29.18,20.95
bl_lr,288,415,216,169,51.88,27.0,21.12
bl_lr,289,382,241,175,47.87,30.2,21.93
bl_lr,290,393,233,175,49.06,29.09,21.85
bl_lr,291,393,229,175,49.31,28.73,21.96
bl_lr,292,382,245,174,47.69,30.59,21.72
bl_lr,293,394,233,175,49.13,29.05,21.82
bl_lr,294,371,247,182,46.38,30.88,22.75
bl_lr,295,401,229,168,50.25,28.7,21.05
bl_lr,296,398,234,169,49.69,29.21,21.1
bl_lr,297,392,234,175,48.94,29.21,21.85
bl_lr,298,382,241,178,47.69,30.09,22.22
bl_lr,299,388,238,172,48.62,29.82,21.55
bl_lr,300,6,4,6,37.5,25.0,37.5
bl_loc_pri,0,591,0,0,100.0,0.0,0.0
bl_loc_pri,1,610,0,0,100.0,0.0,0.0
bl_loc_pri,2,610,0,0,100.0,0.0,0.0
bl_loc_pri,3,609,0,0,100.0,0.0,0.0
bl_loc_pri,4,607,0,0,100.0,0.0,0.0
bl_loc_pri,5,623,0,0,100.0,0.0,0.0
bl_loc_pri,6,610,0,0,100.0,0.0,0.0
bl_loc_pri,7,615,0,0,100.0,0.0,0.0
bl_loc_pri,8,609,0,0,100.0,0.0,0.0
bl_loc_pri,9,615,0,0,100.0,0.0,0.0
bl_loc_pri,10,586,0,0,100.0,0.0,0.0
bl_loc_pri,11,597,0,0,100.0,0.0,0.0
bl_loc_pri,12,618,0,0,100.0,0.0,0.0
bl_loc_pri,13,624,0,0,100.0,0.0,0.0
bl_loc_pri,14,608,0,0,100.0,0.0,0.0
bl_loc_pri,15,613,0,0,100.0,0.0,0.0
bl_loc_pri,16,614,0,0,100.0,0.0,0.0
bl_loc_pri,17,612,0,0,100.0,0.0,0.0
bl_loc_pri,18,608,0,0,100.0,0.0,0.0
bl_loc_pri,19,620,0,0,100.0,0.0,0.0
bl_loc_pri,20,605,0,0,100.0,0.0,0.0
bl_loc_pri,21,599,0,0,100.0,0.0,0.0
bl_loc_pri,22,625,0,0,100.0,0.0,0.0
bl_loc_pri,23,613,0,0,100.0,0.0,0.0
bl_loc_pri,24,614,0,0,100.0,0.0,0.0
bl_loc_pri,25,620,0,0,100.0,0.0,0.0
bl_loc_pri,26,609,0,0,100.0,0.0,0.0
bl_loc_pri,27,618,0,0,100.0,0.0,0.0
bl_loc_pri,28,612,0,0,100.0,0.0,0.0
bl_loc_pri,29,608,0,0,100.0,0.0,0.0
bl_loc_pri,30,600,0,0,100.0,0.0,0.0
bl_loc_pri,31,602,0,0,100.0,0.0,0.0
bl_loc_pri,32,619,0,0,100.0,0.0,0.0
bl_loc_pri,33,622,0,0,100.0,0.0,0.0
bl_loc_pri,34,608,0,0,100.0,0.0,0.0
bl_loc_pri,35,615,0,0,100.0,0.0,0.0
bl_loc_pri,36,626,0,0,100.0,0.0,0.0
bl_loc_pri,37,612,0,0,100.0,0.0,0.0
bl_loc_pri,38,632,0,0,100.0,0.0,0.0
bl_loc_pri,39,611,0,0,100.0,0.0,0.0
bl_loc_pri,40,569,0,0,100.0,0.0,0.0
bl_loc_pri,41,604,0,0,100.0,0.0,0.0
bl_loc_pri,42,618,0,0,100.0,0.0,0.0
bl_loc_pri,43,619,0,0,100.0,0.0,0.0
bl_loc_pri,44,611,0,0,100.0,0.0,0.0
bl_loc_pri,45,626,0,0,100.0,0.0,0.0
bl_loc_pri,46,599,0,0,100.0,0.0,0.0
bl_loc_pri,47,614,0,0,100.0,0.0,0.0
bl_loc_pri,48,600,0,0,100.0,0.0,0.0
bl_loc_pri,49,614,0,0,100.0,0.0,0.0
bl_loc_pri,50,610,0,0,100.0,0.0,0.0
bl_loc_pri,51,608,0,0,100.0,0.0,0.0
bl_loc_pri,52,616,0,0,100.0,0.0,0.0
bl_loc_pri,53,621,0,0,100.0,0.0,0.0
bl_loc_pri,54,593,0,0,100.0,0.0,0.0
bl_loc_pri,55,635,0,0,100.0,0.0,0.0
bl_loc_pri,56,611,0,0,100.0,0.0,0.0
bl_loc_pri,57,627,0,0,100.0,0.0,0.0
bl_loc_pri,58,604,0,0,100.0,0.0,0.0
bl_loc_pri,59,602,0,0,100.0,0.0,0.0
bl_loc_pri,60,579,0,0,100.0,0.0,0.0
bl_loc_pri,61,602,0,0,100.0,0.0,0.0
bl_loc_pri,62,599,0,0,100.0,0.0,0.0
bl_loc_pri,63,612,0,0,100.0,0.0,0.0
bl_loc_pri,64,614,0,0,100.0,0.0,0.0
bl_loc_pri,65,613,0,0,100.0,0.0,0.0
bl_loc_pri,66,607,0,0,100.0,0.0,0.0
bl_loc_pri,67,617,0,0,100.0,0.0,0.0
bl_loc_pri,68,609,0,0,100.0,0.0,0.0
bl_loc_pri,69,599,0,0,100.0,0.0,0.0
bl_loc_pri,70,607,0,0,100.0,0.0,0.0
bl_loc_pri,71,610,0,0,100.0,0.0,0.0
bl_loc_pri,72,605,0,0,100.0,0.0,0.0
bl_loc_pri,73,615,0,0,100.0,0.0,0.0
bl_loc_pri,74,613,0,0,100.0,0.0,0.0
bl_loc_pri,75,604,0,0,100.0,0.0,0.0
bl_loc_pri,76,609,0,0,100.0,0.0,0.0
bl_loc_pri,77,612,0,0,100.0,0.0,0.0
bl_loc_pri,78,597,0,0,100.0,0.0,0.0
bl_loc_pri,79,641,0,0,100.0,0.0,0.0
bl_loc_pri,80,579,0,0,100.0,0.0,0.0
bl_loc_pri,81,597,0,0,100.0,0.0,0.0
bl_loc_pri,82,617,0,0,100.0,0.0,0.0
bl_loc_pri,83,619,0,0,100.0,0.0,0.0
bl_loc_pri,84,616,0,0,100.0,0.0,0.0
bl_loc_pri,85,618,0,0,100.0,0.0,0.0
bl_loc_pri,86,602,0,0,100.0,0.0,0.0
bl_loc_pri,87,626,0,0,100.0,0.0,0.0
bl_loc_pri,88,612,0,0,100.0,0.0,0.0
bl_loc_pri,89,602,0,0,100.0,0.0,0.0
bl_loc_pri,90,580,0,0,100.0,0.0,0.0
bl_loc_pri,91,632,0,0,100.0,0.0,0.0
bl_loc_pri,92,599,0,0,100.0,0.0,0.0
bl_loc_pri,93,612,0,0,100.0,0.0,0.0
bl_loc_pri,94,612,0,0,100.0,0.0,0.0
bl_loc_pri,95,612,0,0,100.0,0.0,0.0
bl_loc_pri,96,641,0,0,100.0,0.0,0.0
bl_loc_pri,97,605,0,0,100.0,0.0,0.0
bl_loc_pri,98,597,0,0,100.0,0.0,0.0
bl_loc_pri,99,635,0,0,100.0,0.0,0.0
bl_loc_pri,100,577,0,0,100.0,0.0,0.0
bl_loc_pri,101,600,0,0,100.0,0.0,0.0
bl_loc_pri,102,617,0,0,100.0,0.0,0.0
bl_loc_pri,103,615,0,0,100.0,0.0,0.0
bl_loc_pri,104,610,0,0,100.0,0.0,0.0
bl_loc_pri,105,619,0,0,100.0,0.0,0.0
bl_loc_pri,106,600,0,0,100.0,0.0,0.0
bl_loc_pri,107,627,0,0,100.0,0.0,0.0
bl_loc_pri,108,628,0,0,100.0,0.0,0.0
bl_loc_pri,109,613,0,0,100.0,0.0,0.0
bl_loc_pri,110,583,0,0,100.0,0.0,0.0
bl_loc_pri,111,616,0,0,100.0,0.0,0.0
bl_loc_pri,112,621,0,0,100.0,0.0,0.0
bl_loc_pri,113,627,0,0,100.0,0.0,0.0
bl_loc_pri,114,593,0,0,100.0,0.0,0.0
bl_loc_pri,115,631,0,0,100.0,0.0,0.0
bl_loc_pri,116,598,0,0,100.0,0.0,0.0
bl_loc_pri,117,629,0,0,100.0,0.0,0.0
bl_loc_pri,118,601,0,0,100.0,0.0,0.0
bl_loc_pri,119,618,0,0,100.0,0.0,0.0
bl_loc_pri,120,588,0,0,100.0,0.0,0.0
bl_loc_pri,121,604,0,0,100.0,0.0,0.0
bl_loc_pri,122,605,0,0,100.0,0.0,0.0
bl_loc_pri,123,600,0,0,100.0,0.0,0.0
bl_loc_pri,124,600,0,0,100.0,0.0,0.0
bl_loc_pri,125,593,0,0,100.0,0.0,0.0
bl_loc_pri,126,602,0,0,100.0,0.0,0.0
bl_loc_pri,127,621,0,0,100.0,0.0,0.0
bl_loc_pri,128,584,0,0,100.0,0.0,0.0
bl_loc_pri,129,600,0,0,100.0,0.0,0.0
bl_loc_pri,130,577,0,0,100.0,0.0,0.0
bl_loc_pri,131,590,0,0,100.0,0.0,0.0
bl_loc_pri,132,605,0,0,100.0,0.0,0.0
bl_loc_pri,133,604,0,0,100.0,0.0,0.0
bl_loc_pri,134,597,0,0,100.0,0.0,0.0
bl_loc_pri,135,603,0,0,100.0,0.0,0.0
bl_loc_pri,136,597,0,0,100.0,0.0,0.0
bl_loc_pri,137,592,0,0,100.0,0.0,0.0
bl_loc_pri,138,602,0,0,100.0,0.0,0.0
bl_loc_pri,139,618,0,0,100.0,0.0,0.0
bl_loc_pri,140,583,0,0,100.0,0.0,0.0
bl_loc_pri,141,600,0,0,100.0,0.0,0.0
bl_loc_pri,142,596,0,0,100.0,0.0,0.0
bl_loc_pri,143,591,0,0,100.0,0.0,0.0
bl_loc_pri,144,605,0,0,100.0,0.0,0.0
bl_loc_pri,145,610,0,0,100.0,0.0,0.0
bl_loc_pri,146,603,0,0,100.0,0.0,0.0
bl_loc_pri,147,608,0,0,100.0,0.0,0.0
bl_loc_pri,148,591,0,0,100.0,0.0,0.0
bl_loc_pri,149,618,0,0,100.0,0.0,0.0
bl_loc_pri,150,569,0,0,100.0,0.0,0.0
bl_loc_pri,151,609,0,0,100.0,0.0,0.0
bl_loc_pri,152,592,0,0,100.0,0.0,0.0
bl_loc_pri,153,620,0,0,100.0,0.0,0.0
bl_loc_pri,154,595,0,0,100.0,0.0,0.0
bl_loc_pri,155,584,0,0,100.0,0.0,0.0
bl_loc_pri,156,597,0,0,100.0,0.0,0.0
bl_loc_pri,157,606,0,0,100.0,0.0,0.0
bl_loc_pri,158,613,0,0,100.0,0.0,0.0
bl_loc_pri,159,573,0,0,100.0,0.0,0.0
bl_loc_pri,160,601,0,0,100.0,0.0,0.0
bl_loc_pri,161,603,0,0,100.0,0.0,0.0
bl_loc_pri,162,619,0,0,100.0,0.0,0.0
bl_loc_pri,163,589,0,0,100.0,0.0,0.0
bl_loc_pri,164,607,0,0,100.0,0.0,0.0
bl_loc_pri,165,586,0,0,100.0,0.0,0.0
bl_loc_pri,166,627,0,0,100.0,0.0,0.0
bl_loc_pri,167,586,0,0,100.0,0.0,0.0
bl_loc_pri,168,590,0,0,100.0,0.0,0.0
bl_loc_pri,169,608,0,0,100.0,0.0,0.0
bl_loc_pri,170,602,0,0,100.0,0.0,0.0
bl_loc_pri,171,616,0,0,100.0,0.0,0.0
bl_loc_pri,172,595,0,0,100.0,0.0,0.0
bl_loc_pri,173,601,0,0,100.0,0.0,0.0
bl_loc_pri,174,587,0,0,100.0,0.0,0.0
bl_loc_pri,175,618,0,0,100.0,0.0,0.0
bl_loc_pri,176,613,0,0,100.0,0.0,0.0
bl_loc_pri,177,594,0,0,100.0,0.0,0.0
bl_loc_pri,178,608,0,0,100.0,0.0,0.0
bl_loc_pri,179,606,0,0,100.0,0.0,0.0
bl_loc_pri,180,581,0,0,100.0,0.0,0.0
bl_loc_pri,181,592,0,0,100.0,0.0,0.0
bl_loc_pri,182,593,0,0,100.0,0.0,0.0
bl_loc_pri,183,586,0,0,100.0,0.0,0.0
bl_loc_pri,184,590,0,0,100.0,0.0,0.0
bl_loc_pri,185,576,0,0,100.0,0.0,0.0
bl_loc_pri,186,614,0,0,100.0,0.0,0.0
bl_loc_pri,187,608,0,0,100.0,0.0,0.0
bl_loc_pri,188,599,0,0,100.0,0.0,0.0
bl_loc_pri,189,575,0,0,100.0,0.0,0.0
bl_loc_pri,190,590,0,0,100.0,0.0,0.0
bl_loc_pri,191,603,0,0,100.0,0.0,0.0
bl_loc_pri,192,582,0,0,100.0,0.0,0.0
bl_loc_pri,193,601,0,0,100.0,0.0,0.0
bl_loc_pri,194,609,0,0,100.0,0.0,0.0
bl_loc_pri,195,592,0,0,100.0,0.0,0.0
bl_loc_pri,196,580,0,0,100.0,0.0,0.0
bl_loc_pri,197,608,0,0,100.0,0.0,0.0
bl_loc_pri,198,609,0,0,100.0,0.0,0.0
bl_loc_pri,199,592,0,0,100.0,0.0,0.0
bl_loc_pri,200,580,0,0,100.0,0.0,0.0
bl_loc_pri,201,606,0,0,100.0,0.0,0.0
bl_loc_pri,202,608,0,0,100.0,0.0,0.0
bl_loc_pri,203,592,0,0,100.0,0.0,0.0
bl_loc_pri,204,565,0,0,100.0,0.0,0.0
bl_loc_pri,205,615,0,0,100.0,0.0,0.0
bl_loc_pri,206,597,0,0,100.0,0.0,0.0
bl_loc_pri,207,597,0,0,100.0,0.0,0.0
bl_loc_pri,208,595,0,0,100.0,0.0,0.0
bl_loc_pri,209,578,0,0,100.0,0.0,0.0
bl_loc_pri,210,590,0,0,100.0,0.0,0.0
bl_loc_pri,211,597,0,0,100.0,0.0,0.0
bl_loc_pri,212,597,0,0,100.0,0.0,0.0
bl_loc_pri,213,589,0,0,100.0,0.0,0.0
bl_loc_pri,214,587,0,0,100.0,0.0,0.0
bl_loc_pri,215,590,0,0,100.0,0.0,0.0
bl_loc_pri,216,613,0,0,100.0,0.0,0.0
bl_loc_pri,217,590,0,0,100.0,0.0,0.0
bl_loc_pri,218,602,0,0,100.0,0.0,0.0
bl_loc_pri,219,610,0,0,100.0,0.0,0.0
bl_loc_pri,220,559,0,0,100.0,0.0,0.0
bl_loc_pri,221,597,0,0,100.0,0.0,0.0
bl_loc_pri,222,597,0,0,100.0,0.0,0.0
bl_loc_pri,223,589,0,0,100.0,0.0,0.0
bl_loc_pri,224,614,0,0,100.0,0.0,0.0
bl_loc_pri,225,592,0,0,100.0,0.0,0.0
bl_loc_pri,226,605,0,0,100.0,0.0,0.0
bl_loc_pri,227,586,0,0,100.0,0.0,0.0
bl_loc_pri,228,615,0,0,100.0,0.0,0.0
bl_loc_pri,229,578,0,0,100.0,0.0,0.0
bl_loc_pri,230,579,0,0,100.0,0.0,0.0
bl_loc_pri,231,599,0,0,100.0,0.0,0.0
bl_loc_pri,232,596,0,0,100.0,0.0,0.0
bl_loc_pri,233,556,0,0,100.0,0.0,0.0
bl_loc_pri,234,637,0,0,100.0,0.0,0.0
bl_loc_pri,235,595,0,0,100.0,0.0,0.0
bl_loc_pri,236,578,0,0,100.0,0.0,0.0
bl_loc_pri,237,595,0,0,100.0,0.0,0.0
bl_loc_pri,238,588,0,0,100.0,0.0,0.0
bl_loc_pri,239,610,0,0,100.0,0.0,0.0
bl_loc_pri,240,583,0,0,100.0,0.0,0.0
bl_loc_pri,241,624,0,0,100.0,0.0,0.0
bl_loc_pri,242,618,0,0,100.0,0.0,0.0
bl_loc_pri,243,604,0,0,100.0,0.0,0.0
bl_loc_pri,244,608,0,0,100.0,0.0,0.0
bl_loc_pri,245,605,0,0,100.0,0.0,0.0
bl_loc_pri,246,614,0,0,100.0,0.0,0.0
bl_loc_pri,247,620,0,0,100.0,0.0,0.0
bl_loc_pri,248,608,0,0,100.0,0.0,0.0
bl_loc_pri,249,613,0,0,100.0,0.0,0.0
bl_loc_pri,250,591,0,0,100.0,0.0,0.0
bl_loc_pri,251,612,0,0,100.0,0.0,0.0
bl_loc_pri,252,618,0,0,100.0,0.0,0.0
bl_loc_pri,253,610,0,0,100.0,0.0,0.0
bl_loc_pri,254,609,0,0,100.0,0.0,0.0
bl_loc_pri,255,630,0,0,100.0,0.0,0.0
bl_loc_pri,256,615,0,0,100.0,0.0,0.0
bl_loc_pri,257,619,0,0,100.0,0.0,0.0
bl_loc_pri,258,612,0,0,100.0,0.0,0.0
bl_loc_pri,259,625,0,0,100.0,0.0,0.0
bl_loc_pri,260,579,0,0,100.0,0.0,0.0
bl_loc_pri,261,616,0,0,100.0,0.0,0.0
bl_loc_pri,262,594,0,0,100.0,0.0,0.0
bl_loc_pri,263,623,0,0,100.0,0.0,0.0
bl_loc_pri,264,606,0,0,100.0,0.0,0.0
bl_loc_pri,265,625,0,0,100.0,0.0,0.0
bl_loc_pri,266,620,0,0,100.0,0.0,0.0
bl_loc_pri,267,612,0,0,100.0,0.0,0.0
bl_loc_pri,268,628,0,0,100.0,0.0,0.0
bl_loc_pri,269,606,0,0,100.0,0.0,0.0
bl_loc_pri,270,607,0,0,100.0,0.0,0.0
bl_loc_pri,271,628,0,0,100.0,0.0,0.0
bl_loc_pri,272,605,0,0,100.0,0.0,0.0
bl_loc_pri,273,611,0,0,100.0,0.0,0.0
bl_loc_pri,274,617,0,0,100.0,0.0,0.0
bl_loc_pri,275,607,0,0,100.0,0.0,0.0
bl_loc_pri,276,632,0,0,100.0,0.0,0.0
bl_loc_pri,277,603,0,0,100.0,0.0,0.0
bl_loc_pri,278,587,0,0,100.0,0.0,0.0
bl_loc_pri,279,612,0,0,100.0,0.0,0.0
bl_loc_pri,280,582,0,0,100.0,0.0,0.0
bl_loc_pri,281,612,0,0,100.0,0.0,0.0
bl_loc_pri,282,617,0,0,100.0,0.0,0.0
bl_loc_pri,283,609,0,0,100.0,0.0,0.0
bl_loc_pri,284,606,0,0,100.0,0.0,0.0
bl_loc_pri,285,597,0,0,100.0,0.0,0.0
bl_loc_pri,286,633,0,0,100.0,0.0,0.0
bl_loc_pri,287,599,0,0,100.0,0.0,0.0
bl_loc_pri,288,615,0,0,100.0,0.0,0.0
bl_loc_pri,289,608,0,0,100.0,0.0,0.0
bl_loc_pri,290,586,0,0,100.0,0.0,0.0
bl_loc_pri,291,630,0,0,100.0,0.0,0.0
bl_loc_pri,292,625,0,0,100.0,0.0,0.0
bl_loc_pri,293,587,0,0,100.0,0.0,0.0
bl_loc_pri,294,622,0,0,100.0,0.0,0.0
bl_loc_pri,295,620,0,0,100.0,0.0,0.0
bl_loc_pri,296,616,0,0,100.0,0.0,0.0
bl_loc_pri,297,616,0,0,100.0,0.0,0.0
bl_loc_pri,298,604,0,0,100.0,0.0,0.0
bl_loc_pri,299,622,0,0,100.0,0.0,0.0
bl_loc_pri,300,583,0,0,100.0,0.0,0.0
bl_loc_pri,301,616,0,0,100.0,0.0,0.0
bl_loc_pri,302,593,0,0,100.0,0.0,0.0
bl_loc_pri,303,619,0,0,100.0,0.0,0.0
bl_loc_pri,304,592,0,0,100.0,0.0,0.0
bl_loc_pri,305,600,0,0,100.0,0.0,0.0
bl_loc_pri,306,640,0,0,100.0,0.0,0.0
bl_loc_pri,307,610,0,0,100.0,0.0,0.0
bl_loc_pri,308,605,0,0,100.0,0.0,0.0
bl_loc_pri,309,623,0,0,100.0,0.0,0.0
bl_loc_pri,310,601,0,0,100.0,0.0,0.0
bl_loc_pri,311,607,0,0,100.0,0.0,0.0
bl_loc_pri,312,607,0,0,100.0,0.0,0.0
bl_loc_pri,313,623,0,0,100.0,0.0,0.0
bl_loc_pri,314,612,0,0,100.0,0.0,0.0
bl_loc_pri,315,610,0,0,100.0,0.0,0.0
bl_loc_pri,316,610,0,0,100.0,0.0,0.0
bl_loc_pri,317,592,0,0,100.0,0.0,0.0
bl_loc_pri,318,623,0,0,100.0,0.0,0.0
bl_loc_pri,319,632,0,0,100.0,0.0,0.0
bl_loc_pri,320,584,0,0,100.0,0.0,0.0
bl_loc_pri,321,630,0,0,100.0,0.0,0.0
bl_loc_pri,322,600,0,0,100.0,0.0,0.0
bl_loc_pri,323,613,0,0,100.0,0.0,0.0
bl_loc_pri,324,632,0,0,100.0,0.0,0.0
bl_loc_pri,325,620,0,0,100.0,0.0,0.0
bl_loc_pri,326,603,0,0,100.0,0.0,0.0
bl_loc_pri,327,627,0,0,100.0,0.0,0.0
bl_loc_pri,328,620,0,0,100.0,0.0,0.0
bl_loc_pri,329,614,0,0,100.0,0.0,0.0
bl_loc_pri,330,595,0,0,100.0,0.0,0.0
bl_loc_pri,331,631,0,0,100.0,0.0,0.0
bl_loc_pri,332,578,0,0,100.0,0.0,0.0
bl_loc_pri,333,621,0,0,100.0,0.0,0.0
bl_loc_pri,334,624,0,0,100.0,0.0,0.0
bl_loc_pri,335,620,0,0,100.0,0.0,0.0
bl_loc_pri,336,624,0,0,100.0,0.0,0.0
bl_loc_pri,337,604,0,0,100.0,0.0,0.0
bl_loc_pri,338,607,0,0,100.0,0.0,0.0
bl_loc_pri,339,612,0,0,100.0,0.0,0.0
bl_loc_pri,340,599,0,0,100.0,0.0,0.0
bl_loc_pri,341,597,0,0,100.0,0.0,0.0
bl_loc_pri,342,616,0,0,100.0,0.0,0.0
bl_loc_pri,343,611,0,0,100.0,0.0,0.0
bl_loc_pri,344,604,0,0,100.0,0.0,0.0
bl_loc_pri,345,602,0,0,100.0,0.0,0.0
bl_loc_pri,346,608,0,0,100.0,0.0,0.0
bl_loc_pri,347,603,0,0,100.0,0.0,0.0
bl_loc_pri,348,617,0,0,100.0,0.0,0.0
bl_loc_pri,349,615,0,0,100.0,0.0,0.0
bl_loc_pri,350,598,0,0,100.0,0.0,0.0
bl_loc_pri,351,611,0,0,100.0,0.0,0.0
bl_loc_pri,352,605,0,0,100.0,0.0,0.0
bl_loc_pri,353,618,0,0,100.0,0.0,0.0
bl_loc_pri,354,610,0,0,100.0,0.0,0.0
bl_loc_pri,355,621,0,0,100.0,0.0,0.0
bl_loc_pri,356,599,0,0,100.0,0.0,0.0
bl_loc_pri,357,627,0,0,100.0,0.0,0.0
bl_loc_pri,358,607,0,0,100.0,0.0,0.0
bl_loc_pri,359,622,0,0,100.0,0.0,0.0
bl_loc_pri,360,590,0,0,100.0,0.0,0.0
bl_loc_pri,361,605,0,0,100.0,0.0,0.0
bl_loc_pri,362,614,0,0,100.0,0.0,0.0
bl_loc_pri,363,596,0,0,100.0,0.0,0.0
bl_loc_pri,364,607,0,0,100.0,0.0,0.0
bl_loc_pri,365,607,0,0,100.0,0.0,0.0
bl_loc_pri,366,634,0,0,100.0,0.0,0.0
bl_loc_pri,367,603,0,0,100.0,0.0,0.0
bl_loc_pri,368,627,0,0,100.0,0.0,0.0
bl_loc_pri,369,603,0,0,100.0,0.0,0.0
bl_loc_pri,370,594,0,0,100.0,0.0,0.0
bl_loc_pri,371,608,0,0,100.0,0.0,0.0
bl_loc_pri,372,610,0,0,100.0,0.0,0.0
bl_loc_pri,373,635,0,0,100.0,0.0,0.0
bl_loc_pri,374,609,0,0,100.0,0.0,0.0
bl_loc_pri,375,610,0,0,100.0,0.0,0.0
bl_loc_pri,376,614,0,0,100.0,0.0,0.0
bl_loc_pri,377,606,0,0,100.0,0.0,0.0
bl_loc_pri,378,616,0,0,100.0,0.0,0.0
bl_loc_pri,379,609,0,0,100.0,0.0,0.0
bl_loc_pri,380,585,0,0,100.0,0.0,0.0
bl_loc_pri,381,613,0,0,100.0,0.0,0.0
bl_loc_pri,382,618,0,0,100.0,0.0,0.0
bl_loc_pri,383,608,0,0,100.0,0.0,0.0
bl_loc_pri,384,622,0,0,100.0,0.0,0.0
bl_loc_pri,385,613,0,0,100.0,0.0,0.0
bl_loc_pri,386,588,0,0,100.0,0.0,0.0
bl_loc_pri,387,622,0,0,100.0,0.0,0.0
bl_loc_pri,388,616,0,0,100.0,0.0,0.0
bl_loc_pri,389,605,0,0,100.0,0.0,0.0
bl_loc_pri,390,607,0,0,100.0,0.0,0.0
bl_loc_pri,391,615,0,0,100.0,0.0,0.0
bl_loc_pri,392,611,0,0,100.0,0.0,0.0
bl_loc_pri,393,614,0,0,100.0,0.0,0.0
bl_loc_pri,394,607,0,0,100.0,0.0,0.0
bl_loc_pri,395,631,0,0,100.0,0.0,0.0
bl_loc_pri,396,615,0,0,100.0,0.0,0.0
bl_loc_pri,397,613,0,0,100.0,0.0,0.0
bl_loc_pri,398,606,0,0,100.0,0.0,0.0
bl_loc_pri,399,588,0,0,100.0,0.0,0.0
bl_loc_pri,400,583,0,0,100.0,0.0,0.0
bl_loc_pri,401,608,0,0,100.0,0.0,0.0
bl_loc_pri,402,608,0,0,100.0,0.0,0.0
bl_loc_pri,403,623,0,0,100.0,0.0,0.0
bl_loc_pri,404,611,0,0,100.0,0.0,0.0
bl_loc_pri,405,618,0,0,100.0,0.0,0.0
bl_loc_pri,406,598,0,0,100.0,0.0,0.0
bl_loc_pri,407,598,0,0,100.0,0.0,0.0
bl_loc_pri,408,591,0,0,100.0,0.0,0.0
bl_loc_pri,409,583,0,0,100.0,0.0,0.0
bl_loc_pri,410,545,0,0,100.0,0.0,0.0
bl_loc_pri,411,555,0,0,100.0,0.0,0.0
bl_loc_pri,412,572,0,0,100.0,0.0,0.0
bl_loc_pri,413,566,0,0,100.0,0.0,0.0
bl_loc_pri,414,437,0,0,100.0,0.0,0.0
