ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786258601.862,c1,recommend,6000,0.293,23.41,13.38,3.93,,0,,0,200.0,obs,679,26.47,13.73,3.71,,26.47,13.73,3.71,,23.41,13.38,3.93,,5.798,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258601.862,c2,reserve,,0.0,22.75,13.65,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,22.75,13.65,3.65,,5.798,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258601.862,c2,search,,0.0,22.53,19.73,11.3,,0,,0,4474.0,obs,510,31.1,20.71,10.98,,31.1,20.71,10.98,,22.53,19.73,11.3,,5.798,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258601.862,c2,recommend,,0.0,23.7,13.67,4.23,,0,,0,200.0,obs,679,26.76,14.03,4.0,,26.76,14.03,4.0,,23.7,13.67,4.23,,5.798,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258602.862,c1,reserve,6000,0.053,23.17,13.66,3.6,,0,,0,36.0,obs,340,26.29,13.62,3.6,,26.29,13.62,3.6,,23.17,13.66,3.6,,5.945,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258602.862,c1,search,6000,6.562,16.76,13.17,4.74,,0,,0,4474.0,obs,507,24.54,14.15,4.42,,24.54,14.15,4.42,,16.76,13.17,4.74,,5.945,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258602.862,c1,recommend,6000,0.293,24.08,13.21,3.93,,0,,0,200.0,obs,689,26.47,13.73,3.71,,26.47,13.73,3.71,,24.08,13.21,3.93,,5.945,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258602.862,c2,reserve,,0.0,23.22,13.71,3.65,,0,,0,36.0,obs,340,26.34,13.67,3.65,,26.34,13.67,3.65,,23.22,13.71,3.65,,5.945,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258602.862,c2,search,,0.0,23.33,19.73,11.31,,0,,0,4474.0,obs,507,31.1,20.71,10.98,,31.1,20.71,10.98,,23.33,19.73,11.31,,5.945,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258602.862,c2,recommend,,0.0,24.37,13.5,4.23,,0,,0,200.0,obs,689,26.76,14.03,4.0,,26.76,14.03,4.0,,24.37,13.5,4.23,,5.945,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258603.862,c1,reserve,6000,0.053,21.18,13.71,3.6,,0,,0,36.0,obs,339,26.29,13.62,3.6,,26.29,13.62,3.6,,21.18,13.71,3.6,,5.699,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258603.862,c1,search,6000,6.562,16.76,12.56,4.76,,0,,0,4474.0,obs,509,24.54,14.15,4.42,,24.54,14.15,4.42,,16.76,12.56,4.76,,5.699,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258603.862,c1,recommend,6000,0.293,23.87,13.27,3.93,,0,,0,200.0,obs,687,26.47,13.73,3.71,,26.47,13.73,3.71,,23.87,13.27,3.93,,5.699,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258603.862,c2,reserve,,0.0,21.23,13.76,3.65,,0,,0,36.0,obs,339,26.34,13.67,3.65,,26.34,13.67,3.65,,21.23,13.76,3.65,,5.699,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258603.862,c2,search,,0.0,23.33,19.13,11.32,,0,,0,4474.0,obs,509,31.1,20.71,10.98,,31.1,20.71,10.98,,23.33,19.13,11.32,,5.699,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258603.862,c2,recommend,,0.0,24.16,13.56,4.22,,0,,0,200.0,obs,687,26.76,14.03,4.0,,26.76,14.03,4.0,,24.16,13.56,4.22,,5.699,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258604.862,c1,reserve,6000,0.053,22.08,13.62,3.6,,0,,0,36.0,obs,343,26.29,13.62,3.6,,26.29,13.62,3.6,,22.08,13.62,3.6,,5.837,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258604.862,c1,search,6000,6.562,17.09,12.78,4.78,,0,,0,4474.0,obs,514,24.54,14.15,4.42,,24.54,14.15,4.42,,17.09,12.78,4.78,,5.837,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258604.862,c1,recommend,6000,0.293,23.23,13.16,4.01,,0,,0,200.0,obs,687,26.47,13.73,3.71,,26.47,13.73,3.71,,23.23,13.16,4.01,,5.837,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258604.862,c2,reserve,,0.0,22.13,13.67,3.65,,0,,0,36.0,obs,343,26.34,13.67,3.65,,26.34,13.67,3.65,,22.13,13.67,3.65,,5.837,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258604.862,c2,search,,0.0,23.65,19.34,11.34,,0,,0,4474.0,obs,514,31.1,20.71,10.98,,31.1,20.71,10.98,,23.65,19.34,11.34,,5.837,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258604.862,c2,recommend,,0.0,23.52,13.45,4.3,,0,,0,200.0,obs,687,26.76,14.03,4.0,,26.76,14.03,4.0,,23.52,13.45,4.3,,5.837,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258605.861,c1,reserve,6000,0.053,23.15,13.62,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,23.15,13.62,3.6,,5.372,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258605.861,c1,search,6000,6.562,16.45,12.91,4.42,,0,,0,4474.0,obs,512,24.54,14.15,4.42,,24.54,14.15,4.42,,16.45,12.91,4.42,,5.372,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258605.861,c1,recommend,6000,0.293,24.22,13.31,4.09,,0,,0,200.0,obs,681,26.47,13.73,3.71,,26.47,13.73,3.71,,24.22,13.31,4.09,,5.372,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258605.861,c2,reserve,,0.0,23.2,13.67,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,23.2,13.67,3.65,,5.372,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258605.861,c2,search,,0.0,23.01,19.48,10.98,,0,,0,4474.0,obs,512,31.1,20.71,10.98,,31.1,20.71,10.98,,23.01,19.48,10.98,,5.372,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258605.861,c2,recommend,,0.0,24.51,13.61,4.39,,0,,0,200.0,obs,681,26.76,14.03,4.0,,26.76,14.03,4.0,,24.51,13.61,4.39,,5.372,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258606.861,c1,reserve,6000,0.053,20.16,13.62,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,20.16,13.62,3.6,,5.483,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258606.861,c1,search,6000,6.562,15.44,13.26,4.42,,0,,0,4474.0,obs,508,24.54,14.15,4.42,,24.54,14.15,4.42,,15.44,13.26,4.42,,5.483,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258606.861,c1,recommend,6000,0.293,23.98,13.49,4.0,,0,,0,200.0,obs,683,26.47,13.73,3.71,,26.47,13.73,3.71,,23.98,13.49,4.0,,5.483,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258606.861,c2,reserve,,0.0,20.21,13.67,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,20.21,13.67,3.65,,5.483,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258606.861,c2,search,,0.0,22.0,19.82,10.98,,0,,0,4474.0,obs,508,31.1,20.71,10.98,,31.1,20.71,10.98,,22.0,19.82,10.98,,5.483,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258606.861,c2,recommend,,0.0,24.27,13.79,4.3,,0,,0,200.0,obs,683,26.76,14.03,4.0,,26.76,14.03,4.0,,24.27,13.79,4.3,,5.483,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258607.862,c1,reserve,6000,0.053,20.44,13.62,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,20.44,13.62,3.6,,6.089,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258607.862,c1,search,6000,6.562,17.34,13.2,4.69,,0,,0,4474.0,obs,513,24.54,14.15,4.42,,24.54,14.15,4.42,,17.34,13.2,4.69,,6.089,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258607.862,c1,recommend,6000,0.293,23.52,13.28,3.96,,0,,0,200.0,obs,685,26.47,13.73,3.71,,26.47,13.73,3.71,,23.52,13.28,3.96,,6.089,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258607.862,c2,reserve,,0.0,20.49,13.67,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,20.49,13.67,3.65,,6.089,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258607.862,c2,search,,0.0,23.9,19.76,11.25,,0,,0,4474.0,obs,513,31.1,20.71,10.98,,31.1,20.71,10.98,,23.9,19.76,11.25,,6.089,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258607.862,c2,recommend,,0.0,23.81,13.57,4.25,,0,,0,200.0,obs,685,26.76,14.03,4.0,,26.76,14.03,4.0,,23.81,13.57,4.25,,6.089,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258608.862,c1,reserve,6000,0.053,22.37,13.62,3.6,,0,,0,36.0,obs,338,26.29,13.62,3.6,,26.29,13.62,3.6,,22.37,13.62,3.6,,5.759,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258608.862,c1,search,6000,6.562,17.16,13.12,4.81,,0,,0,4474.0,obs,516,24.54,14.15,4.42,,24.54,14.15,4.42,,17.16,13.12,4.81,,5.759,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258608.862,c1,recommend,6000,0.293,24.29,13.09,3.93,,0,,0,200.0,obs,687,26.47,13.73,3.71,,26.47,13.73,3.71,,24.29,13.09,3.93,,5.759,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258608.862,c2,reserve,,0.0,22.43,13.67,3.65,,0,,0,36.0,obs,338,26.34,13.67,3.65,,26.34,13.67,3.65,,22.43,13.67,3.65,,5.759,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258608.862,c2,search,,0.0,23.73,19.68,11.37,,0,,0,4474.0,obs,516,31.1,20.71,10.98,,31.1,20.71,10.98,,23.73,19.68,11.37,,5.759,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258608.862,c2,recommend,,0.0,24.59,13.39,4.22,,0,,0,200.0,obs,687,26.76,14.03,4.0,,26.76,14.03,4.0,,24.59,13.39,4.22,,5.759,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258609.861,c1,reserve,6000,0.053,20.08,13.13,3.6,,0,,0,36.0,obs,343,26.29,13.62,3.6,,26.29,13.62,3.6,,20.08,13.13,3.6,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258609.861,c1,search,6000,6.562,14.04,12.53,4.42,,0,,0,4474.0,obs,516,24.54,14.15,4.42,,24.54,14.15,4.42,,14.04,12.53,4.42,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258609.861,c1,recommend,6000,0.293,22.61,12.84,4.01,,0,,0,200.0,obs,682,26.47,13.73,3.71,,26.47,13.73,3.71,,22.61,12.84,4.01,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258609.861,c2,reserve,,0.0,20.13,13.18,3.65,,0,,0,36.0,obs,343,26.34,13.67,3.65,,26.34,13.67,3.65,,20.13,13.18,3.65,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258609.861,c2,search,,0.0,20.6,19.09,10.98,,0,,0,4474.0,obs,516,31.1,20.71,10.98,,31.1,20.71,10.98,,20.6,19.09,10.98,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258609.861,c2,recommend,,0.0,22.9,13.14,4.3,,0,,0,200.0,obs,682,26.76,14.03,4.0,,26.76,14.03,4.0,,22.9,13.14,4.3,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258610.861,c1,reserve,6000,0.053,20.8,13.2,3.6,,0,,0,36.0,obs,345,26.29,13.62,3.6,,26.29,13.62,3.6,,20.8,13.2,3.6,,5.509,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258610.861,c1,search,6000,6.562,14.16,12.39,4.71,,0,,0,4474.0,obs,509,24.54,14.15,4.42,,24.54,14.15,4.42,,14.16,12.39,4.71,,5.509,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258610.861,c1,recommend,6000,0.293,21.7,13.15,3.91,,0,,0,200.0,obs,680,26.47,13.73,3.71,,26.47,13.73,3.71,,21.7,13.15,3.91,,5.509,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258610.861,c2,reserve,,0.0,20.86,13.25,3.65,,0,,0,36.0,obs,345,26.34,13.67,3.65,,26.34,13.67,3.65,,20.86,13.25,3.65,,5.509,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258610.861,c2,search,,0.0,20.73,18.95,11.27,,0,,0,4474.0,obs,509,31.1,20.71,10.98,,31.1,20.71,10.98,,20.73,18.95,11.27,,5.509,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258610.861,c2,recommend,,0.0,22.0,13.44,4.2,,0,,0,200.0,obs,680,26.76,14.03,4.0,,26.76,14.03,4.0,,22.0,13.44,4.2,,5.509,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258611.862,c1,reserve,6000,0.053,24.14,13.35,3.6,,0,,0,36.0,obs,345,26.29,13.62,3.6,,26.29,13.62,3.6,,24.14,13.35,3.6,,5.875,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258611.862,c1,search,6000,6.562,17.05,12.29,4.79,,0,,0,4474.0,obs,510,24.54,14.15,4.42,,24.54,14.15,4.42,,17.05,12.29,4.79,,5.875,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258611.862,c1,recommend,6000,0.293,22.29,13.42,3.97,,0,,0,200.0,obs,686,26.47,13.73,3.71,,26.47,13.73,3.71,,22.29,13.42,3.97,,5.875,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258611.862,c2,reserve,,0.0,24.2,13.41,3.65,,0,,0,36.0,obs,345,26.34,13.67,3.65,,26.34,13.67,3.65,,24.2,13.41,3.65,,5.875,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258611.862,c2,search,,0.0,23.61,18.85,11.36,,0,,0,4474.0,obs,510,31.1,20.71,10.98,,31.1,20.71,10.98,,23.61,18.85,11.36,,5.875,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258611.862,c2,recommend,,0.0,22.59,13.72,4.26,,0,,0,200.0,obs,686,26.76,14.03,4.0,,26.76,14.03,4.0,,22.59,13.72,4.26,,5.875,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258612.862,c1,reserve,6000,0.053,23.69,13.5,3.6,,0,,0,36.0,obs,341,26.29,13.62,3.6,,26.29,13.62,3.6,,23.69,13.5,3.6,,5.656,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258612.862,c1,search,6000,6.562,15.84,12.23,4.83,,0,,0,4474.0,obs,512,24.54,14.15,4.42,,24.54,14.15,4.42,,15.84,12.23,4.83,,5.656,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258612.862,c1,recommend,6000,0.293,23.91,12.89,4.01,,0,,0,200.0,obs,689,26.47,13.73,3.71,,26.47,13.73,3.71,,23.91,12.89,4.01,,5.656,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258612.862,c2,reserve,,0.0,23.74,13.56,3.65,,0,,0,36.0,obs,341,26.34,13.67,3.65,,26.34,13.67,3.65,,23.74,13.56,3.65,,5.656,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258612.862,c2,search,,0.0,22.4,18.8,11.39,,0,,0,4474.0,obs,512,31.1,20.71,10.98,,31.1,20.71,10.98,,22.4,18.8,11.39,,5.656,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258612.862,c2,recommend,,0.0,24.2,13.19,4.31,,0,,0,200.0,obs,689,26.76,14.03,4.0,,26.76,14.03,4.0,,24.2,13.19,4.31,,5.656,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258613.861,c1,reserve,6000,0.053,20.21,13.33,3.6,,0,,0,36.0,obs,341,26.29,13.62,3.6,,26.29,13.62,3.6,,20.21,13.33,3.6,,5.635,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258613.861,c1,search,6000,6.562,14.25,12.59,4.81,,0,,0,4474.0,obs,517,24.54,14.15,4.42,,24.54,14.15,4.42,,14.25,12.59,4.81,,5.635,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258613.861,c1,recommend,6000,0.293,23.71,13.16,3.95,,0,,0,200.0,obs,686,26.47,13.73,3.71,,26.47,13.73,3.71,,23.71,13.16,3.95,,5.635,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258613.861,c2,reserve,,0.0,20.27,13.38,3.65,,0,,0,36.0,obs,341,26.34,13.67,3.65,,26.34,13.67,3.65,,20.27,13.38,3.65,,5.635,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258613.861,c2,search,,0.0,20.82,19.15,11.37,,0,,0,4474.0,obs,517,31.1,20.71,10.98,,31.1,20.71,10.98,,20.82,19.15,11.37,,5.635,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258613.861,c2,recommend,,0.0,24.01,13.45,4.24,,0,,0,200.0,obs,686,26.76,14.03,4.0,,26.76,14.03,4.0,,24.01,13.45,4.24,,5.635,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258614.861,c1,reserve,6000,0.053,19.5,13.62,3.6,,0,,0,36.0,obs,345,26.29,13.62,3.6,,26.29,13.62,3.6,,19.5,13.62,3.6,,5.414,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258614.861,c1,search,6000,6.562,14.25,12.63,4.81,,0,,0,4474.0,obs,514,24.54,14.15,4.42,,24.54,14.15,4.42,,14.25,12.63,4.81,,5.414,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258614.861,c1,recommend,6000,0.293,24.02,13.22,3.98,,0,,0,200.0,obs,685,26.47,13.73,3.71,,26.47,13.73,3.71,,24.02,13.22,3.98,,5.414,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258614.861,c2,reserve,,0.0,19.56,13.67,3.65,,0,,0,36.0,obs,345,26.34,13.67,3.65,,26.34,13.67,3.65,,19.56,13.67,3.65,,5.414,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258614.861,c2,search,,0.0,20.82,19.19,11.37,,0,,0,4474.0,obs,514,31.1,20.71,10.98,,31.1,20.71,10.98,,20.82,19.19,11.37,,5.414,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258614.861,c2,recommend,,0.0,24.31,13.51,4.27,,0,,0,200.0,obs,685,26.76,14.03,4.0,,26.76,14.03,4.0,,24.31,13.51,4.27,,5.414,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258615.862,c1,reserve,6000,0.053,22.26,13.62,3.6,,0,,0,36.0,obs,348,26.29,13.62,3.6,,26.29,13.62,3.6,,22.26,13.62,3.6,,5.519,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258615.862,c1,search,6000,6.562,18.42,12.87,4.8,,0,,0,4474.0,obs,510,24.54,14.15,4.42,,24.54,14.15,4.42,,18.42,12.87,4.8,,5.519,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258615.862,c1,recommend,6000,0.293,23.99,13.2,3.94,,0,,0,200.0,obs,690,26.47,13.73,3.71,,26.47,13.73,3.71,,23.99,13.2,3.94,,5.519,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258615.862,c2,reserve,,0.0,22.31,13.67,3.65,,0,,0,36.0,obs,348,26.34,13.67,3.65,,26.34,13.67,3.65,,22.31,13.67,3.65,,5.519,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258615.862,c2,search,,0.0,24.98,19.43,11.36,,0,,0,4474.0,obs,510,31.1,20.71,10.98,,31.1,20.71,10.98,,24.98,19.43,11.36,,5.519,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258615.862,c2,recommend,,0.0,24.29,13.49,4.23,,0,,0,200.0,obs,690,26.76,14.03,4.0,,26.76,14.03,4.0,,24.29,13.49,4.23,,5.519,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258616.861,c1,reserve,6000,0.053,22.28,13.62,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,22.28,13.62,3.6,,5.439,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258616.861,c1,search,6000,6.562,16.78,12.99,4.54,,0,,0,4474.0,obs,513,24.54,14.15,4.42,,24.54,14.15,4.42,,16.78,12.99,4.54,,5.439,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258616.861,c1,recommend,6000,0.293,23.58,13.35,3.97,,0,,0,200.0,obs,693,26.47,13.73,3.71,,26.47,13.73,3.71,,23.58,13.35,3.97,,5.439,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258616.861,c2,reserve,,0.0,22.33,13.67,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,22.33,13.67,3.65,,5.439,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258616.861,c2,search,,0.0,23.34,19.55,11.11,,0,,0,4474.0,obs,513,31.1,20.71,10.98,,31.1,20.71,10.98,,23.34,19.55,11.11,,5.439,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258616.861,c2,recommend,,0.0,23.88,13.64,4.26,,0,,0,200.0,obs,693,26.76,14.03,4.0,,26.76,14.03,4.0,,23.88,13.64,4.26,,5.439,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258617.861,c1,reserve,6000,0.053,21.79,13.62,3.6,,0,,0,36.0,obs,341,26.29,13.62,3.6,,26.29,13.62,3.6,,21.79,13.62,3.6,,5.53,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258617.861,c1,search,6000,6.562,15.1,12.99,4.54,,0,,0,4474.0,obs,515,24.54,14.15,4.42,,24.54,14.15,4.42,,15.1,12.99,4.54,,5.53,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258617.861,c1,recommend,6000,0.293,23.73,13.32,3.94,,0,,0,200.0,obs,689,26.47,13.73,3.71,,26.47,13.73,3.71,,23.73,13.32,3.94,,5.53,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258617.861,c2,reserve,,0.0,21.84,13.67,3.65,,0,,0,36.0,obs,341,26.34,13.67,3.65,,26.34,13.67,3.65,,21.84,13.67,3.65,,5.53,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258617.861,c2,search,,0.0,21.66,19.55,11.11,,0,,0,4474.0,obs,515,31.1,20.71,10.98,,31.1,20.71,10.98,,21.66,19.55,11.11,,5.53,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258617.861,c2,recommend,,0.0,24.03,13.61,4.23,,0,,0,200.0,obs,689,26.76,14.03,4.0,,26.76,14.03,4.0,,24.03,13.61,4.23,,5.53,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258618.862,c1,reserve,6000,0.053,21.12,13.45,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,21.12,13.45,3.6,,5.433,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258618.862,c1,search,6000,6.562,12.39,12.43,4.75,,0,,0,4474.0,obs,515,24.54,14.15,4.42,,24.54,14.15,4.42,,12.39,12.43,4.75,,5.433,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
